year,round,driverId,constructorId,grid,position,points,status,circuitId,date,quali_pos
2022,12,alonso,alpine,7,6,8.0,Finished,ricard,2022-07-24,7.0
2022,12,norris,mclaren,5,7,6.0,Finished,ricard,2022-07-24,5.0
2022,12,ocon,alpine,10,8,4.0,Finished,ricard,2022-07-24,12.0
2022,12,ricciardo,mclaren,9,9,2.0,Finished,ricard,2022-07-24,11.0
2022,12,stroll,aston_martin,15,10,1.0,Finished,ricard,2022-07-24,17.0
2022,12,vettel,aston_martin,12,11,0.0,Finished,ricard,2022-07-24,14.0
2022,12,gasly,alphatauri,14,12,0.0,Finished,ricard,2022-07-24,16.0
2022,12,albon,williams,13,13,0.0,Finished,ricard,2022-07-24,15.0
2022,12,bottas,alfa,11,14,0.0,Finished,ricard,2022-07-24,13.0
2022,12,mick_schumacher,haas,17,15,0.0,Finished,ricard,2022-07-24,19.0
2022,12,zhou,alfa,16,16,0.0,+6 Laps,ricard,2022-07-24,18.0
2022,12,latifi,williams,18,17,0.0,Collision damage,ricard,2022-07-24,20.0
2022,12,kevin_magnussen,haas,20,18,0.0,Collision damage,ricard,2022-07-24,10.0
2022,12,leclerc,ferrari,1,19,0.0,Accident,ricard,2022-07-24,1.0
2022,12,tsunoda,alphatauri,8,20,0.0,Undertray,ricard,2022-07-24,8.0
2022,13,max_verstappen,red_bull,10,1,25.0,Finished,hungaroring,2022-07-31,10.0
2022,13,hamilton,mercedes,7,2,19.0,Finished,hungaroring,2022-07-31,7.0
2022,13,russell,mercedes,1,3,15.0,Finished,hungaroring,2022-07-31,1.0
2022,13,sainz,ferrari,2,4,12.0,Finished,hungaroring,2022-07-31,2.0
2022,13,perez,red_bull,11,5,10.0,Finished,hungaroring,2022-07-31,11.0
2022,13,leclerc,ferrari,3,6,8.0,Finished,hungaroring,2022-07-31,3.0
2022,13,norris,mclaren,4,7,6.0,Finished,hungaroring,2022-07-31,4.0
2022,13,alonso,alpine,6,8,4.0,+1 Lap,hungaroring,2022-07-31,6.0
2022,13,ocon,alpine,5,9,2.0,+1 Lap,hungaroring,2022-07-31,5.0
2022,13,vettel,aston_martin,18,10,1.0,+1 Lap,hungaroring,2022-07-31,18.0
2022,13,stroll,aston_martin,14,11,0.0,+1 Lap,hungaroring,2022-07-31,14.0
2022,13,gasly,alphatauri,0,12,0.0,+1 Lap,hungaroring,2022-07-31,19.0
2022,13,zhou,alfa,12,13,0.0,+1 Lap,hungaroring,2022-07-31,12.0
2022,13,mick_schumacher,haas,15,14,0.0,+1 Lap,hungaroring,2022-07-31,15.0
2022,13,ricciardo,mclaren,9,15,0.0,+1 Lap,hungaroring,2022-07-31,9.0
2022,13,kevin_magnussen,haas,13,16,0.0,+1 Lap,hungaroring,2022-07-31,13.0
2022,13,albon,williams,17,17,0.0,+1 Lap,hungaroring,2022-07-31,17.0
2022,13,latifi,williams,19,18,0.0,+1 Lap,hungaroring,2022-07-31,20.0
2022,13,tsunoda,alphatauri,16,19,0.0,+2 Laps,hungaroring,2022-07-31,16.0
2022,13,bottas,alfa,8,20,0.0,Power Unit,hungaroring,2022-07-31,8.0
2022,14,max_verstappen,red_bull,14,1,26.0,Finished,spa,2022-08-28,1.0
2022,14,perez,red_bull,2,2,18.0,Finished,spa,2022-08-28,3.0
2022,14,sainz,ferrari,1,3,15.0,Finished,spa,2022-08-28,2.0
2022,14,russell,mercedes,5,4,12.0,Finished,spa,2022-08-28,8.0
2022,14,alonso,alpine,3,5,10.0,Finished,spa,2022-08-28,6.0
2022,14,leclerc,ferrari,15,6,8.0,Finished,spa,2022-08-28,4.0
2022,14,ocon,alpine,16,7,6.0,Finished,spa,2022-08-28,5.0
2022,14,vettel,aston_martin,10,8,4.0,Finished,spa,2022-08-28,16.0
2022,14,gasly,alphatauri,0,9,2.0,Finished,spa,2022-08-28,12.0
2022,14,albon,williams,6,10,1.0,Finished,spa,2022-08-28,9.0
2022,14,stroll,aston_martin,9,11,0.0,Finished,spa,2022-08-28,14.0
2022,14,norris,mclaren,17,12,0.0,Finished,spa,2022-08-28,10.0
2022,14,tsunoda,alphatauri,0,13,0.0,Finished,spa,2022-08-28,19.0
2022,14,zhou,alfa,18,14,0.0,Finished,spa,2022-08-28,13.0
2022,14,ricciardo,mclaren,7,15,0.0,Finished,spa,2022-08-28,11.0
2022,14,kevin_magnussen,haas,12,16,0.0,+1 Lap,spa,2022-08-28,18.0
2022,14,mick_schumacher,haas,19,17,0.0,+1 Lap,spa,2022-08-28,15.0
2022,14,latifi,williams,11,18,0.0,+1 Lap,spa,2022-08-28,17.0
2022,14,bottas,alfa,13,19,0.0,Accident,spa,2022-08-28,20.0
2022,14,hamilton,mercedes,4,20,0.0,Collision damage,spa,2022-08-28,7.0
2022,15,max_verstappen,red_bull,1,1,26.0,Finished,zandvoort,2022-09-04,1.0
2022,15,russell,mercedes,6,2,18.0,Finished,zandvoort,2022-09-04,6.0
2022,15,leclerc,ferrari,2,3,15.0,Finished,zandvoort,2022-09-04,2.0
2022,15,hamilton,mercedes,4,4,12.0,Finished,zandvoort,2022-09-04,4.0
2022,15,perez,red_bull,5,5,10.0,Finished,zandvoort,2022-09-04,5.0
2022,15,alonso,alpine,13,6,8.0,Finished,zandvoort,2022-09-04,13.0
2022,15,norris,mclaren,7,7,6.0,Finished,zandvoort,2022-09-04,7.0
2022,15,sainz,ferrari,3,8,4.0,Finished,zandvoort,2022-09-04,3.0
2022,15,ocon,alpine,12,9,2.0,Finished,zandvoort,2022-09-04,12.0
2022,15,stroll,aston_martin,10,10,1.0,Finished,zandvoort,2022-09-04,10.0
2022,15,gasly,alphatauri,11,11,0.0,Finished,zandvoort,2022-09-04,11.0
2022,15,albon,williams,15,12,0.0,Finished,zandvoort,2022-09-04,15.0
2022,15,mick_schumacher,haas,8,13,0.0,Finished,zandvoort,2022-09-04,8.0
2022,15,vettel,aston_martin,19,14,0.0,Finished,zandvoort,2022-09-04,19.0
2022,15,kevin_magnussen,haas,18,15,0.0,Finished,zandvoort,2022-09-04,18.0
2022,15,zhou,alfa,14,16,0.0,Finished,zandvoort,2022-09-04,14.0
2022,15,ricciardo,mclaren,17,17,0.0,Finished,zandvoort,2022-09-04,17.0
2022,15,latifi,williams,20,18,0.0,+1 Lap,zandvoort,2022-09-04,20.0
2022,15,bottas,alfa,16,19,0.0,Engine,zandvoort,2022-09-04,16.0
2022,15,tsunoda,alphatauri,9,20,0.0,Differential,zandvoort,2022-09-04,9.0
2022,16,max_verstappen,red_bull,7,1,25.0,Finished,monza,2022-09-11,2.0
2022,16,leclerc,ferrari,1,2,18.0,Finished,monza,2022-09-11,1.0
2022,16,russell,mercedes,2,3,15.0,Finished,monza,2022-09-11,6.0
2022,16,sainz,ferrari,18,4,12.0,Finished,monza,2022-09-11,3.0
2022,16,hamilton,mercedes,19,5,10.0,Finished,monza,2022-09-11,5.0
2022,16,perez,red_bull,13,6,9.0,Finished,monza,2022-09-11,4.0
2022,16,norris,mclaren,3,7,6.0,Finished,monza,2022-09-11,7.0
2022,16,gasly,alphatauri,5,8,4.0,Finished,monza,2022-09-11,9.0
2022,16,de_vries,williams,8,9,2.0,Finished,monza,2022-09-11,13.0
2022,16,zhou,alfa,9,10,1.0,Finished,monza,2022-09-11,14.0
2022,16,ocon,alpine,14,11,0.0,Finished,monza,2022-09-11,11.0
2022,16,mick_schumacher,haas,17,12,0.0,Finished,monza,2022-09-11,20.0
2022,16,bottas,alfa,15,13,0.0,+1 Lap,monza,2022-09-11,12.0
2022,16,tsunoda,alphatauri,20,14,0.0,+1 Lap,monza,2022-09-11,15.0
2022,16,latifi,williams,10,15,0.0,+1 Lap,monza,2022-09-11,16.0
2022,16,kevin_magnussen,haas,16,16,0.0,+1 Lap,monza,2022-09-11,19.0
2022,16,ricciardo,mclaren,4,17,0.0,Oil leak,monza,2022-09-11,8.0
2022,16,stroll,aston_martin,12,18,0.0,Engine,monza,2022-09-11,18.0
2022,16,alonso,alpine,6,19,0.0,Water pressure,monza,2022-09-11,10.0
2022,16,vettel,aston_martin,11,20,0.0,Engine,monza,2022-09-11,17.0
2022,17,perez,red_bull,2,1,25.0,Finished,marina_bay,2022-10-02,2.0
2022,17,leclerc,ferrari,1,2,18.0,Finished,marina_bay,2022-10-02,1.0
2022,17,sainz,ferrari,4,3,15.0,Finished,marina_bay,2022-10-02,4.0
2022,17,norris,mclaren,6,4,12.0,Finished,marina_bay,2022-10-02,6.0
2022,17,ricciardo,mclaren,16,5,10.0,Finished,marina_bay,2022-10-02,17.0
2022,17,stroll,aston_martin,11,6,8.0,Finished,marina_bay,2022-10-02,12.0
2022,17,max_verstappen,red_bull,8,7,6.0,Finished,marina_bay,2022-10-02,8.0
2022,17,vettel,aston_martin,13,8,4.0,Finished,marina_bay,2022-10-02,14.0
2022,17,hamilton,mercedes,3,9,2.0,Finished,marina_bay,2022-10-02,3.0
2022,17,gasly,alphatauri,7,10,1.0,Finished,marina_bay,2022-10-02,7.0
2022,17,bottas,alfa,15,11,0.0,Finished,marina_bay,2022-10-02,16.0
2022,17,kevin_magnussen,haas,9,12,0.0,Finished,marina_bay,2022-10-02,9.0
2022,17,mick_schumacher,haas,12,13,0.0,+1 Lap,marina_bay,2022-10-02,13.0
2022,17,russell,mercedes,0,14,0.0,+2 Laps,marina_bay,2022-10-02,11.0
2022,17,tsunoda,alphatauri,10,15,0.0,Accident,marina_bay,2022-10-02,10.0
2022,17,ocon,alpine,17,16,0.0,Engine,marina_bay,2022-10-02,18.0
2022,17,albon,williams,18,17,0.0,Collision damage,marina_bay,2022-10-02,19.0
2022,17,alonso,alpine,5,18,0.0,Engine,marina_bay,2022-10-02,5.0
2022,17,latifi,williams,19,19,0.0,Collision damage,marina_bay,2022-10-02,20.0
2022,17,zhou,alfa,14,20,0.0,Collision,marina_bay,2022-10-02,15.0
2022,18,max_verstappen,red_bull,1,1,25.0,Finished,suzuka,2022-10-09,1.0
2022,18,perez,red_bull,4,2,18.0,Finished,suzuka,2022-10-09,4.0
2022,18,leclerc,ferrari,2,3,15.0,Finished,suzuka,2022-10-09,2.0
2022,18,ocon,alpine,5,4,12.0,Finished,suzuka,2022-10-09,5.0
2022,18,hamilton,mercedes,6,5,10.0,Finished,suzuka,2022-10-09,6.0
2022,18,vettel,aston_martin,9,6,8.0,Finished,suzuka,2022-10-09,9.0
2022,18,alonso,alpine,7,7,6.0,Finished,suzuka,2022-10-09,7.0
2022,18,russell,mercedes,8,8,4.0,Finished,suzuka,2022-10-09,8.0
2022,18,latifi,williams,20,9,2.0,Finished,suzuka,2022-10-09,20.0
2022,18,norris,mclaren,10,10,1.0,Finished,suzuka,2022-10-09,10.0
2022,18,ricciardo,mclaren,11,11,0.0,Finished,suzuka,2022-10-09,11.0
2022,18,stroll,aston_martin,19,12,0.0,Finished,suzuka,2022-10-09,19.0
2022,18,tsunoda,alphatauri,13,13,0.0,Finished,suzuka,2022-10-09,13.0
2022,18,kevin_magnussen,haas,18,14,0.0,Finished,suzuka,2022-10-09,18.0
2022,18,bottas,alfa,12,15,0.0,Finished,suzuka,2022-10-09,12.0
2022,18,zhou,alfa,14,16,0.0,Finished,suzuka,2022-10-09,14.0
2022,18,mick_schumacher,haas,15,17,0.0,Finished,suzuka,2022-10-09,15.0
2022,18,gasly,alphatauri,17,18,0.0,Finished,suzuka,2022-10-09,17.0
2022,18,sainz,ferrari,3,19,0.0,Accident,suzuka,2022-10-09,3.0
2022,18,albon,williams,16,20,0.0,Hydraulics,suzuka,2022-10-09,16.0
2022,19,max_verstappen,red_bull,2,1,25.0,Finished,americas,2022-10-23,3.0
2022,19,hamilton,mercedes,3,2,18.0,Finished,americas,2022-10-23,5.0
2022,19,leclerc,ferrari,12,3,15.0,Finished,americas,2022-10-23,2.0
2022,19,perez,red_bull,9,4,12.0,Finished,americas,2022-10-23,4.0
2022,19,russell,mercedes,4,5,11.0,Finished,americas,2022-10-23,6.0
2022,19,norris,mclaren,6,6,8.0,Finished,americas,2022-10-23,8.0
2022,19,alonso,alpine,14,7,6.0,Finished,americas,2022-10-23,9.0
2022,19,vettel,aston_martin,10,8,4.0,Finished,americas,2022-10-23,12.0
2022,19,kevin_magnussen,haas,13,9,2.0,Finished,americas,2022-10-23,16.0
2022,19,tsunoda,alphatauri,19,10,1.0,Finished,americas,2022-10-23,15.0
2022,19,ocon,alpine,0,11,0.0,Finished,americas,2022-10-23,18.0
2022,19,zhou,alfa,18,12,0.0,Finished,americas,2022-10-23,14.0
2022,19,albon,williams,8,13,0.0,Finished,americas,2022-10-23,11.0
2022,19,gasly,alphatauri,11,14,0.0,Finished,americas,2022-10-23,13.0
2022,19,mick_schumacher,haas,16,15,0.0,Finished,americas,2022-10-23,19.0
2022,19,ricciardo,mclaren,15,16,0.0,Finished,americas,2022-10-23,17.0
2022,19,latifi,williams,17,17,0.0,Finished,americas,2022-10-23,20.0
2022,19,stroll,aston_martin,5,18,0.0,Collision,americas,2022-10-23,7.0
2022,19,bottas,alfa,7,19,0.0,Spun off,americas,2022-10-23,10.0
2022,19,sainz,ferrari,1,20,0.0,Collision damage,americas,2022-10-23,1.0
2022,20,max_verstappen,red_bull,1,1,25.0,Finished,rodriguez,2022-10-30,1.0
2022,20,hamilton,mercedes,3,2,18.0,Finished,rodriguez,2022-10-30,3.0
2022,20,perez,red_bull,4,3,15.0,Finished,rodriguez,2022-10-30,4.0
2022,20,russell,mercedes,2,4,13.0,Finished,rodriguez,2022-10-30,2.0
2022,20,sainz,ferrari,5,5,10.0,Finished,rodriguez,2022-10-30,5.0
2022,20,leclerc,ferrari,7,6,8.0,Finished,rodriguez,2022-10-30,7.0
2022,20,ricciardo,mclaren,11,7,6.0,+1 Lap,rodriguez,2022-10-30,11.0
2022,20,ocon,alpine,10,8,4.0,+1 Lap,rodriguez,2022-10-30,10.0
2022,20,norris,mclaren,8,9,2.0,+1 Lap,rodriguez,2022-10-30,8.0
2022,20,bottas,alfa,6,10,1.0,+1 Lap,rodriguez,2022-10-30,6.0
2022,20,gasly,alphatauri,14,11,0.0,+1 Lap,rodriguez,2022-10-30,14.0
2022,20,albon,williams,17,12,0.0,+1 Lap,rodriguez,2022-10-30,19.0
2022,20,zhou,alfa,12,13,0.0,+1 Lap,rodriguez,2022-10-30,12.0
2022,20,vettel,aston_martin,16,14,0.0,+1 Lap,rodriguez,2022-10-30,17.0
2022,20,stroll,aston_martin,20,15,0.0,+1 Lap,rodriguez,2022-10-30,18.0
2022,20,mick_schumacher,haas,15,16,0.0,+1 Lap,rodriguez,2022-10-30,16.0
2022,20,kevin_magnussen,haas,19,17,0.0,+1 Lap,rodriguez,2022-10-30,15.0
2022,20,latifi,williams,18,18,0.0,+2 Laps,rodriguez,2022-10-30,20.0
2022,20,alonso,alpine,9,19,0.0,Engine,rodriguez,2022-10-30,9.0
2022,20,tsunoda,alphatauri,13,20,0.0,Collision damage,rodriguez,2022-10-30,13.0
2022,21,russell,mercedes,1,1,26.0,Finished,interlagos,2022-11-13,3.0
2022,21,hamilton,mercedes,2,2,18.0,Finished,interlagos,2022-11-13,8.0
2022,21,sainz,ferrari,7,3,15.0,Finished,interlagos,2022-11-13,5.0
2022,21,leclerc,ferrari,5,4,12.0,Finished,interlagos,2022-11-13,10.0
2022,21,alonso,alpine,17,5,10.0,Finished,interlagos,2022-11-13,7.0
2022,21,max_verstappen,red_bull,3,6,8.0,Finished,interlagos,2022-11-13,2.0
2022,21,perez,red_bull,4,7,6.0,Finished,interlagos,2022-11-13,9.0
2022,21,ocon,alpine,16,8,4.0,Finished,interlagos,2022-11-13,6.0
2022,21,bottas,alfa,14,9,2.0,Finished,interlagos,2022-11-13,18.0
2022,21,stroll,aston_martin,15,10,1.0,Finished,interlagos,2022-11-13,15.0
2022,21,vettel,aston_martin,9,11,0.0,Finished,interlagos,2022-11-13,13.0
2022,21,zhou,alfa,13,12,0.0,Finished,interlagos,2022-11-13,17.0
2022,21,mick_schumacher,haas,12,13,0.0,Finished,interlagos,2022-11-13,20.0
2022,21,gasly,alphatauri,10,14,0.0,Finished,interlagos,2022-11-13,12.0
2022,21,albon,williams,19,15,0.0,Finished,interlagos,2022-11-13,11.0
2022,21,latifi,williams,18,16,0.0,Finished,interlagos,2022-11-13,16.0
2022,21,tsunoda,alphatauri,0,17,0.0,+1 Lap,interlagos,2022-11-13,19.0
2022,21,norris,mclaren,6,18,0.0,Gearbox,interlagos,2022-11-13,4.0
2022,21,kevin_magnussen,haas,8,19,0.0,Collision,interlagos,2022-11-13,1.0
2022,21,ricciardo,mclaren,11,20,0.0,Collision,interlagos,2022-11-13,14.0
2022,22,max_verstappen,red_bull,1,1,25.0,Finished,yas_marina,2022-11-20,1.0
2022,22,leclerc,ferrari,3,2,18.0,Finished,yas_marina,2022-11-20,3.0
2022,22,perez,red_bull,2,3,15.0,Finished,yas_marina,2022-11-20,2.0
2022,22,sainz,ferrari,4,4,12.0,Finished,yas_marina,2022-11-20,4.0
2022,22,russell,mercedes,6,5,10.0,Finished,yas_marina,2022-11-20,6.0
2022,22,norris,mclaren,7,6,9.0,Finished,yas_marina,2022-11-20,7.0
2022,22,ocon,alpine,8,7,6.0,Finished,yas_marina,2022-11-20,8.0
2022,22,stroll,aston_martin,14,8,4.0,Finished,yas_marina,2022-11-20,14.0
2022,22,ricciardo,mclaren,13,9,2.0,Finished,yas_marina,2022-11-20,10.0
2022,22,vettel,aston_martin,9,10,1.0,Finished,yas_marina,2022-11-20,9.0
2022,22,tsunoda,alphatauri,11,11,0.0,Finished,yas_marina,2022-11-20,12.0
2022,22,zhou,alfa,15,12,0.0,+1 Lap,yas_marina,2022-11-20,15.0
2022,22,albon,williams,19,13,0.0,+1 Lap,yas_marina,2022-11-20,19.0
2022,22,gasly,alphatauri,17,14,0.0,+1 Lap,yas_marina,2022-11-20,17.0
2022,22,bottas,alfa,18,15,0.0,+1 Lap,yas_marina,2022-11-20,18.0
2022,22,mick_schumacher,haas,12,16,0.0,+1 Lap,yas_marina,2022-11-20,13.0
2022,22,kevin_magnussen,haas,16,17,0.0,+1 Lap,yas_marina,2022-11-20,16.0
2022,22,hamilton,mercedes,5,18,0.0,Hydraulics,yas_marina,2022-11-20,5.0
2022,22,latifi,williams,20,19,0.0,Collision damage,yas_marina,2022-11-20,20.0
2022,22,alonso,alpine,10,20,0.0,Water leak,yas_marina,2022-11-20,11.0
2023,1,max_verstappen,red_bull,1,1,25.0,Finished,bahrain,2023-03-05,1.0
2023,1,perez,red_bull,2,2,18.0,Finished,bahrain,2023-03-05,2.0
2023,1,alonso,aston_martin,5,3,15.0,Finished,bahrain,2023-03-05,5.0
2023,1,sainz,ferrari,4,4,12.0,Finished,bahrain,2023-03-05,4.0
2023,1,hamilton,mercedes,7,5,10.0,Finished,bahrain,2023-03-05,7.0
2023,1,stroll,aston_martin,8,6,8.0,Finished,bahrain,2023-03-05,8.0
2023,1,russell,mercedes,6,7,6.0,Finished,bahrain,2023-03-05,6.0
2023,1,bottas,alfa,12,8,4.0,Finished,bahrain,2023-03-05,12.0
2023,1,gasly,alpine,20,9,2.0,Finished,bahrain,2023-03-05,20.0
2023,1,albon,williams,15,10,1.0,Finished,bahrain,2023-03-05,15.0
2023,1,tsunoda,alphatauri,14,11,0.0,Finished,bahrain,2023-03-05,14.0
2023,1,sargeant,williams,16,12,0.0,Lapped,bahrain,2023-03-05,16.0
2023,1,kevin_magnussen,haas,17,13,0.0,Lapped,bahrain,2023-03-05,17.0
2023,1,de_vries,alphatauri,19,14,0.0,Lapped,bahrain,2023-03-05,19.0
2023,1,hulkenberg,haas,10,15,0.0,Lapped,bahrain,2023-03-05,10.0
2023,1,zhou,alfa,13,16,0.0,Lapped,bahrain,2023-03-05,13.0
2023,1,norris,mclaren,11,17,0.0,Lapped,bahrain,2023-03-05,11.0
2023,1,ocon,alpine,9,18,0.0,Retired,bahrain,2023-03-05,9.0
2023,1,leclerc,ferrari,3,19,0.0,Retired,bahrain,2023-03-05,3.0
2023,1,piastri,mclaren,18,20,0.0,Retired,bahrain,2023-03-05,18.0
2023,2,perez,red_bull,1,1,25.0,Finished,jeddah,2023-03-19,1.0
2023,2,max_verstappen,red_bull,15,2,19.0,Finished,jeddah,2023-03-19,15.0
2023,2,alonso,aston_martin,2,3,15.0,Finished,jeddah,2023-03-19,3.0
2023,2,russell,mercedes,3,4,12.0,Finished,jeddah,2023-03-19,4.0
2023,2,hamilton,mercedes,7,5,10.0,Finished,jeddah,2023-03-19,8.0
2023,2,sainz,ferrari,4,6,8.0,Finished,jeddah,2023-03-19,5.0
2023,2,leclerc,ferrari,12,7,6.0,Finished,jeddah,2023-03-19,2.0
2023,2,ocon,alpine,6,8,4.0,Finished,jeddah,2023-03-19,7.0
2023,2,gasly,alpine,9,9,2.0,Finished,jeddah,2023-03-19,10.0
2023,2,kevin_magnussen,haas,13,10,1.0,Finished,jeddah,2023-03-19,13.0
2023,2,tsunoda,alphatauri,16,11,0.0,Finished,jeddah,2023-03-19,16.0
2023,2,hulkenberg,haas,10,12,0.0,Finished,jeddah,2023-03-19,11.0
2023,2,zhou,alfa,11,13,0.0,Finished,jeddah,2023-03-19,12.0
2023,2,de_vries,alphatauri,18,14,0.0,Finished,jeddah,2023-03-19,18.0
2023,2,piastri,mclaren,8,15,0.0,Finished,jeddah,2023-03-19,9.0
2023,2,sargeant,williams,20,16,0.0,Finished,jeddah,2023-03-19,20.0
2023,2,norris,mclaren,19,17,0.0,Finished,jeddah,2023-03-19,19.0
2023,2,bottas,alfa,14,18,0.0,Lapped,jeddah,2023-03-19,14.0
2023,2,albon,williams,17,19,0.0,Retired,jeddah,2023-03-19,17.0
2023,2,stroll,aston_martin,5,20,0.0,Retired,jeddah,2023-03-19,6.0
2023,3,max_verstappen,red_bull,1,1,25.0,Finished,albert_park,2023-04-02,1.0
2023,3,hamilton,mercedes,3,2,18.0,Finished,albert_park,2023-04-02,3.0
2023,3,alonso,aston_martin,4,3,15.0,Finished,albert_park,2023-04-02,4.0
2023,3,stroll,aston_martin,6,4,12.0,Finished,albert_park,2023-04-02,6.0
2023,3,perez,red_bull,20,5,11.0,Finished,albert_park,2023-04-02,20.0
2023,3,norris,mclaren,13,6,8.0,Finished,albert_park,2023-04-02,13.0
2023,3,hulkenberg,haas,10,7,6.0,Finished,albert_park,2023-04-02,10.0
2023,3,piastri,mclaren,16,8,4.0,Finished,albert_park,2023-04-02,16.0
2023,3,zhou,alfa,17,9,2.0,Finished,albert_park,2023-04-02,17.0
2023,3,tsunoda,alphatauri,12,10,1.0,Finished,albert_park,2023-04-02,12.0
2023,3,bottas,alfa,19,11,0.0,Finished,albert_park,2023-04-02,19.0
2023,3,sainz,ferrari,5,12,0.0,Finished,albert_park,2023-04-02,5.0
2023,3,gasly,alpine,9,13,0.0,Retired,albert_park,2023-04-02,9.0
2023,3,ocon,alpine,11,14,0.0,Retired,albert_park,2023-04-02,11.0
2023,3,de_vries,alphatauri,15,15,0.0,Retired,albert_park,2023-04-02,15.0
2023,3,sargeant,williams,18,16,0.0,Retired,albert_park,2023-04-02,18.0
2023,3,kevin_magnussen,haas,14,17,0.0,Retired,albert_park,2023-04-02,14.0
2023,3,russell,mercedes,2,18,0.0,Retired,albert_park,2023-04-02,2.0
2023,3,albon,williams,8,19,0.0,Retired,albert_park,2023-04-02,8.0
2023,3,leclerc,ferrari,7,20,0.0,Retired,albert_park,2023-04-02,7.0
2023,4,perez,red_bull,3,1,25.0,Finished,baku,2023-04-30,3.0
2023,4,max_verstappen,red_bull,2,2,18.0,Finished,baku,2023-04-30,2.0
2023,4,leclerc,ferrari,1,3,15.0,Finished,baku,2023-04-30,1.0
2023,4,alonso,aston_martin,6,4,12.0,Finished,baku,2023-04-30,6.0
2023,4,sainz,ferrari,4,5,10.0,Finished,baku,2023-04-30,4.0
2023,4,hamilton,mercedes,5,6,8.0,Finished,baku,2023-04-30,5.0
2023,4,stroll,aston_martin,9,7,6.0,Finished,baku,2023-04-30,9.0
2023,4,russell,mercedes,11,8,5.0,Finished,baku,2023-04-30,11.0
2023,4,norris,mclaren,7,9,2.0,Finished,baku,2023-04-30,7.0
2023,4,tsunoda,alphatauri,8,10,1.0,Finished,baku,2023-04-30,8.0
2023,4,piastri,mclaren,10,11,0.0,Finished,baku,2023-04-30,10.0
2023,4,albon,williams,12,12,0.0,Finished,baku,2023-04-30,13.0
2023,4,kevin_magnussen,haas,16,13,0.0,Finished,baku,2023-04-30,18.0
2023,4,gasly,alpine,17,14,0.0,Finished,baku,2023-04-30,19.0
2023,4,ocon,alpine,19,15,0.0,Finished,baku,2023-04-30,12.0
2023,4,sargeant,williams,14,16,0.0,Finished,baku,2023-04-30,15.0
2023,4,hulkenberg,haas,20,17,0.0,Lapped,baku,2023-04-30,17.0
2023,4,bottas,alfa,13,18,0.0,Lapped,baku,2023-04-30,14.0
2023,4,zhou,alfa,15,19,0.0,Retired,baku,2023-04-30,16.0
2023,4,de_vries,alphatauri,18,20,0.0,Retired,baku,2023-04-30,20.0
2023,5,max_verstappen,red_bull,9,1,26.0,Finished,miami,2023-05-07,9.0
2023,5,perez,red_bull,1,2,18.0,Finished,miami,2023-05-07,1.0
2023,5,alonso,aston_martin,2,3,15.0,Finished,miami,2023-05-07,2.0
2023,5,russell,mercedes,6,4,12.0,Finished,miami,2023-05-07,6.0
2023,5,sainz,ferrari,3,5,10.0,Finished,miami,2023-05-07,3.0
2023,5,hamilton,mercedes,13,6,8.0,Finished,miami,2023-05-07,13.0
2023,5,leclerc,ferrari,7,7,6.0,Finished,miami,2023-05-07,7.0
2023,5,gasly,alpine,5,8,4.0,Finished,miami,2023-05-07,5.0
2023,5,ocon,alpine,8,9,2.0,Finished,miami,2023-05-07,8.0
2023,5,kevin_magnussen,haas,4,10,1.0,Finished,miami,2023-05-07,4.0
2023,5,tsunoda,alphatauri,17,11,0.0,Finished,miami,2023-05-07,17.0
2023,5,stroll,aston_martin,18,12,0.0,Finished,miami,2023-05-07,18.0
2023,5,bottas,alfa,10,13,0.0,Finished,miami,2023-05-07,10.0
2023,5,albon,williams,11,14,0.0,Finished,miami,2023-05-07,11.0
2023,5,hulkenberg,haas,12,15,0.0,Finished,miami,2023-05-07,12.0
2023,5,zhou,alfa,14,16,0.0,Finished,miami,2023-05-07,14.0
2023,5,norris,mclaren,16,17,0.0,Finished,miami,2023-05-07,16.0
2023,5,de_vries,alphatauri,15,18,0.0,Finished,miami,2023-05-07,15.0
2023,5,piastri,mclaren,19,19,0.0,Lapped,miami,2023-05-07,19.0
2023,5,sargeant,williams,20,20,0.0,Lapped,miami,2023-05-07,20.0
2023,6,max_verstappen,red_bull,1,1,25.0,Finished,monaco,2023-05-28,1.0
2023,6,alonso,aston_martin,2,2,18.0,Finished,monaco,2023-05-28,2.0
2023,6,ocon,alpine,3,3,15.0,Finished,monaco,2023-05-28,4.0
2023,6,hamilton,mercedes,5,4,13.0,Finished,monaco,2023-05-28,6.0
2023,6,russell,mercedes,8,5,10.0,Finished,monaco,2023-05-28,8.0
2023,6,leclerc,ferrari,6,6,8.0,Finished,monaco,2023-05-28,3.0
2023,6,gasly,alpine,7,7,6.0,Finished,monaco,2023-05-28,7.0
2023,6,sainz,ferrari,4,8,4.0,Finished,monaco,2023-05-28,5.0
2023,6,norris,mclaren,10,9,2.0,Lapped,monaco,2023-05-28,10.0
2023,6,piastri,mclaren,11,10,1.0,Lapped,monaco,2023-05-28,11.0
2023,6,bottas,alfa,15,11,0.0,Lapped,monaco,2023-05-28,15.0
2023,6,de_vries,alphatauri,12,12,0.0,Lapped,monaco,2023-05-28,12.0
2023,6,zhou,alfa,19,13,0.0,Lapped,monaco,2023-05-28,19.0
2023,6,albon,williams,13,14,0.0,Lapped,monaco,2023-05-28,13.0
