year,round,driverId,constructorId,grid,position,points,status,circuitId,date,quali_pos
2018,1,vettel,ferrari,3,1,25.0,Finished,albert_park,2018-03-25,3.0
2018,1,hamilton,mercedes,1,2,18.0,Finished,albert_park,2018-03-25,1.0
2018,1,raikkonen,ferrari,2,3,15.0,Finished,albert_park,2018-03-25,2.0
2018,1,ricciardo,red_bull,8,4,12.0,Finished,albert_park,2018-03-25,5.0
2018,1,alonso,mclaren,10,5,10.0,Finished,albert_park,2018-03-25,11.0
2018,1,max_verstappen,red_bull,4,6,8.0,Finished,albert_park,2018-03-25,4.0
2018,1,hulkenberg,renault,7,7,6.0,Finished,albert_park,2018-03-25,8.0
2018,1,bottas,mercedes,15,8,4.0,Finished,albert_park,2018-03-25,10.0
2018,1,vandoorne,mclaren,11,9,2.0,Finished,albert_park,2018-03-25,12.0
2018,1,sainz,renault,9,10,1.0,Finished,albert_park,2018-03-25,9.0
2018,1,perez,force_india,12,11,0.0,Finished,albert_park,2018-03-25,13.0
2018,1,ocon,force_india,14,12,0.0,Finished,albert_park,2018-03-25,15.0
2018,1,leclerc,sauber,18,13,0.0,Finished,albert_park,2018-03-25,18.0
2018,1,stroll,williams,13,14,0.0,Finished,albert_park,2018-03-25,14.0
2018,1,brendon_hartley,toro_rosso,16,15,0.0,+1 Lap,albert_park,2018-03-25,16.0
2018,1,grosjean,haas,6,16,0.0,Wheel,albert_park,2018-03-25,7.0
2018,1,kevin_magnussen,haas,5,17,0.0,Wheel,albert_park,2018-03-25,6.0
2018,1,gasly,toro_rosso,20,18,0.0,Engine,albert_park,2018-03-25,20.0
2018,1,ericsson,sauber,17,19,0.0,Steering,albert_park,2018-03-25,17.0
2018,1,sirotkin,williams,19,20,0.0,Brakes,albert_park,2018-03-25,19.0
2018,2,vettel,ferrari,1,1,25.0,Finished,bahrain,2018-04-08,1.0
2018,2,bottas,mercedes,3,2,18.0,Finished,bahrain,2018-04-08,3.0
2018,2,hamilton,mercedes,9,3,15.0,Finished,bahrain,2018-04-08,4.0
2018,2,gasly,toro_rosso,5,4,12.0,Finished,bahrain,2018-04-08,6.0
2018,2,kevin_magnussen,haas,6,5,10.0,Finished,bahrain,2018-04-08,7.0
2018,2,hulkenberg,renault,7,6,8.0,Finished,bahrain,2018-04-08,8.0
2018,2,alonso,mclaren,13,7,6.0,+1 Lap,bahrain,2018-04-08,13.0
2018,2,vandoorne,mclaren,14,8,4.0,+1 Lap,bahrain,2018-04-08,14.0
2018,2,ericsson,sauber,17,9,2.0,+1 Lap,bahrain,2018-04-08,17.0
2018,2,ocon,force_india,8,10,1.0,+1 Lap,bahrain,2018-04-08,9.0
2018,2,sainz,renault,10,11,0.0,+1 Lap,bahrain,2018-04-08,10.0
2018,2,leclerc,sauber,19,12,0.0,+1 Lap,bahrain,2018-04-08,19.0
2018,2,grosjean,haas,16,13,0.0,+1 Lap,bahrain,2018-04-08,16.0
2018,2,stroll,williams,20,14,0.0,+1 Lap,bahrain,2018-04-08,20.0
2018,2,sirotkin,williams,18,15,0.0,+1 Lap,bahrain,2018-04-08,18.0
2018,2,perez,force_india,12,16,0.0,+1 Lap,bahrain,2018-04-08,12.0
2018,2,brendon_hartley,toro_rosso,11,17,0.0,+1 Lap,bahrain,2018-04-08,11.0
2018,2,raikkonen,ferrari,2,18,0.0,Wheel,bahrain,2018-04-08,2.0
2018,2,max_verstappen,red_bull,15,19,0.0,Puncture,bahrain,2018-04-08,15.0
2018,2,ricciardo,red_bull,4,20,0.0,Electrical,bahrain,2018-04-08,5.0
2018,3,ricciardo,red_bull,6,1,25.0,Finished,shanghai,2018-04-15,6.0
2018,3,bottas,mercedes,3,2,18.0,Finished,shanghai,2018-04-15,3.0
2018,3,raikkonen,ferrari,2,3,15.0,Finished,shanghai,2018-04-15,2.0
2018,3,hamilton,mercedes,4,4,12.0,Finished,shanghai,2018-04-15,4.0
2018,3,max_verstappen,red_bull,5,5,10.0,Finished,shanghai,2018-04-15,5.0
2018,3,hulkenberg,renault,7,6,8.0,Finished,shanghai,2018-04-15,7.0
2018,3,alonso,mclaren,13,7,6.0,Finished,shanghai,2018-04-15,13.0
2018,3,vettel,ferrari,1,8,4.0,Finished,shanghai,2018-04-15,1.0
2018,3,sainz,renault,9,9,2.0,Finished,shanghai,2018-04-15,9.0
2018,3,kevin_magnussen,haas,11,10,1.0,Finished,shanghai,2018-04-15,11.0
2018,3,ocon,force_india,12,11,0.0,Finished,shanghai,2018-04-15,12.0
2018,3,perez,force_india,8,12,0.0,Finished,shanghai,2018-04-15,8.0
2018,3,vandoorne,mclaren,14,13,0.0,Finished,shanghai,2018-04-15,14.0
2018,3,stroll,williams,18,14,0.0,Finished,shanghai,2018-04-15,18.0
2018,3,sirotkin,williams,16,15,0.0,Finished,shanghai,2018-04-15,16.0
2018,3,ericsson,sauber,20,16,0.0,Finished,shanghai,2018-04-15,20.0
2018,3,grosjean,haas,10,17,0.0,Finished,shanghai,2018-04-15,10.0
2018,3,gasly,toro_rosso,17,18,0.0,Finished,shanghai,2018-04-15,17.0
2018,3,leclerc,sauber,19,19,0.0,Finished,shanghai,2018-04-15,19.0
2018,3,brendon_hartley,toro_rosso,15,20,0.0,Collision damage,shanghai,2018-04-15,15.0
2018,4,hamilton,mercedes,2,1,25.0,Finished,baku,2018-04-29,2.0
2018,4,raikkonen,ferrari,6,2,18.0,Finished,baku,2018-04-29,6.0
2018,4,perez,force_india,8,3,15.0,Finished,baku,2018-04-29,8.0
2018,4,vettel,ferrari,1,4,12.0,Finished,baku,2018-04-29,1.0
2018,4,sainz,renault,9,5,10.0,Finished,baku,2018-04-29,10.0
2018,4,leclerc,sauber,13,6,8.0,Finished,baku,2018-04-29,14.0
2018,4,alonso,mclaren,12,7,6.0,Finished,baku,2018-04-29,13.0
2018,4,stroll,williams,10,8,4.0,Finished,baku,2018-04-29,11.0
2018,4,vandoorne,mclaren,16,9,2.0,Finished,baku,2018-04-29,16.0
2018,4,brendon_hartley,toro_rosso,19,10,1.0,Finished,baku,2018-04-29,19.0
2018,4,ericsson,sauber,18,11,0.0,Finished,baku,2018-04-29,18.0
2018,4,gasly,toro_rosso,17,12,0.0,Finished,baku,2018-04-29,17.0
2018,4,kevin_magnussen,haas,15,13,0.0,Finished,baku,2018-04-29,15.0
2018,4,bottas,mercedes,3,14,0.0,Puncture,baku,2018-04-29,3.0
2018,4,grosjean,haas,20,15,0.0,Accident,baku,2018-04-29,20.0
2018,4,max_verstappen,red_bull,5,16,0.0,Collision,baku,2018-04-29,5.0
2018,4,ricciardo,red_bull,4,17,0.0,Collision,baku,2018-04-29,4.0
2018,4,hulkenberg,renault,14,18,0.0,Accident,baku,2018-04-29,9.0
2018,4,ocon,force_india,7,19,0.0,Collision,baku,2018-04-29,7.0
2018,4,sirotkin,williams,11,20,0.0,Collision,baku,2018-04-29,12.0
2018,5,hamilton,mercedes,1,1,25.0,Finished,catalunya,2018-05-13,1.0
2018,5,bottas,mercedes,2,2,18.0,Finished,catalunya,2018-05-13,2.0
2018,5,max_verstappen,red_bull,5,3,15.0,Finished,catalunya,2018-05-13,5.0
2018,5,vettel,ferrari,3,4,12.0,Finished,catalunya,2018-05-13,3.0
2018,5,ricciardo,red_bull,6,5,10.0,Finished,catalunya,2018-05-13,6.0
2018,5,kevin_magnussen,haas,7,6,8.0,+1 Lap,catalunya,2018-05-13,7.0
2018,5,sainz,renault,9,7,6.0,+1 Lap,catalunya,2018-05-13,9.0
2018,5,alonso,mclaren,8,8,4.0,+1 Lap,catalunya,2018-05-13,8.0
2018,5,perez,force_india,15,9,2.0,+2 Laps,catalunya,2018-05-13,15.0
2018,5,leclerc,sauber,14,10,1.0,+2 Laps,catalunya,2018-05-13,14.0
2018,5,stroll,williams,18,11,0.0,+2 Laps,catalunya,2018-05-13,19.0
2018,5,brendon_hartley,toro_rosso,20,12,0.0,+2 Laps,catalunya,2018-05-13,20.0
2018,5,ericsson,sauber,17,13,0.0,+2 Laps,catalunya,2018-05-13,17.0
2018,5,sirotkin,williams,19,14,0.0,+3 Laps,catalunya,2018-05-13,18.0
2018,5,vandoorne,mclaren,11,15,0.0,Gearbox,catalunya,2018-05-13,11.0
2018,5,ocon,force_india,13,16,0.0,Oil leak,catalunya,2018-05-13,13.0
2018,5,raikkonen,ferrari,4,17,0.0,Turbo,catalunya,2018-05-13,4.0
2018,5,grosjean,haas,10,18,0.0,Collision,catalunya,2018-05-13,10.0
2018,5,gasly,toro_rosso,12,19,0.0,Collision,catalunya,2018-05-13,12.0
2018,5,hulkenberg,renault,16,20,0.0,Collision,catalunya,2018-05-13,16.0
2018,6,ricciardo,red_bull,1,1,25.0,Finished,monaco,2018-05-27,1.0
2018,6,vettel,ferrari,2,2,18.0,Finished,monaco,2018-05-27,2.0
2018,6,hamilton,mercedes,3,3,15.0,Finished,monaco,2018-05-27,3.0
2018,6,raikkonen,ferrari,4,4,12.0,Finished,monaco,2018-05-27,4.0
2018,6,bottas,mercedes,5,5,10.0,Finished,monaco,2018-05-27,5.0
2018,6,ocon,force_india,6,6,8.0,Finished,monaco,2018-05-27,6.0
2018,6,gasly,toro_rosso,10,7,6.0,Finished,monaco,2018-05-27,10.0
2018,6,hulkenberg,renault,11,8,4.0,Finished,monaco,2018-05-27,11.0
2018,6,max_verstappen,red_bull,20,9,2.0,Finished,monaco,2018-05-27,20.0
2018,6,sainz,renault,8,10,1.0,Finished,monaco,2018-05-27,8.0
2018,6,ericsson,sauber,16,11,0.0,Finished,monaco,2018-05-27,17.0
2018,6,perez,force_india,9,12,0.0,Finished,monaco,2018-05-27,9.0
2018,6,kevin_magnussen,haas,19,13,0.0,Finished,monaco,2018-05-27,19.0
2018,6,vandoorne,mclaren,12,14,0.0,+1 Lap,monaco,2018-05-27,12.0
2018,6,grosjean,haas,18,15,0.0,+1 Lap,monaco,2018-05-27,15.0
2018,6,sirotkin,williams,13,16,0.0,+1 Lap,monaco,2018-05-27,13.0
2018,6,stroll,williams,17,17,0.0,+2 Laps,monaco,2018-05-27,18.0
2018,6,leclerc,sauber,14,18,0.0,Collision,monaco,2018-05-27,14.0
2018,6,brendon_hartley,toro_rosso,15,19,0.0,Collision,monaco,2018-05-27,16.0
2018,6,alonso,mclaren,7,20,0.0,Gearbox,monaco,2018-05-27,7.0
2018,7,vettel,ferrari,1,1,25.0,Finished,villeneuve,2018-06-10,1.0
2018,7,bottas,mercedes,2,2,18.0,Finished,villeneuve,2018-06-10,2.0
2018,7,max_verstappen,red_bull,3,3,15.0,Finished,villeneuve,2018-06-10,3.0
2018,7,ricciardo,red_bull,6,4,12.0,Finished,villeneuve,2018-06-10,6.0
2018,7,hamilton,mercedes,4,5,10.0,Finished,villeneuve,2018-06-10,4.0
2018,7,raikkonen,ferrari,5,6,8.0,Finished,villeneuve,2018-06-10,5.0
2018,7,hulkenberg,renault,7,7,6.0,+1 Lap,villeneuve,2018-06-10,7.0
2018,7,sainz,renault,9,8,4.0,+1 Lap,villeneuve,2018-06-10,9.0
2018,7,ocon,force_india,8,9,2.0,+1 Lap,villeneuve,2018-06-10,8.0
2018,7,leclerc,sauber,13,10,1.0,+1 Lap,villeneuve,2018-06-10,13.0
2018,7,gasly,toro_rosso,16,11,0.0,+1 Lap,villeneuve,2018-06-10,16.0
2018,7,grosjean,haas,20,12,0.0,+1 Lap,villeneuve,2018-06-10,20.0
2018,7,kevin_magnussen,haas,11,13,0.0,+1 Lap,villeneuve,2018-06-10,11.0
2018,7,perez,force_india,10,14,0.0,+1 Lap,villeneuve,2018-06-10,10.0
2018,7,ericsson,sauber,19,15,0.0,+2 Laps,villeneuve,2018-06-10,19.0
2018,7,vandoorne,mclaren,15,16,0.0,+2 Laps,villeneuve,2018-06-10,15.0
2018,7,sirotkin,williams,18,17,0.0,+2 Laps,villeneuve,2018-06-10,18.0
2018,7,alonso,mclaren,14,18,0.0,Exhaust,villeneuve,2018-06-10,14.0
2018,7,brendon_hartley,toro_rosso,12,19,0.0,Collision,villeneuve,2018-06-10,12.0
2018,7,stroll,williams,17,20,0.0,Collision,villeneuve,2018-06-10,17.0
2018,8,hamilton,mercedes,1,1,25.0,Finished,ricard,2018-06-24,1.0
2018,8,max_verstappen,red_bull,4,2,18.0,Finished,ricard,2018-06-24,4.0
2018,8,raikkonen,ferrari,6,3,15.0,Finished,ricard,2018-06-24,6.0
2018,8,ricciardo,red_bull,5,4,12.0,Finished,ricard,2018-06-24,5.0
2018,8,vettel,ferrari,3,5,10.0,Finished,ricard,2018-06-24,3.0
2018,8,kevin_magnussen,haas,9,6,8.0,Finished,ricard,2018-06-24,9.0
2018,8,bottas,mercedes,2,7,6.0,Finished,ricard,2018-06-24,2.0
2018,8,sainz,renault,7,8,4.0,Finished,ricard,2018-06-24,7.0
2018,8,hulkenberg,renault,12,9,2.0,Finished,ricard,2018-06-24,12.0
2018,8,leclerc,sauber,8,10,1.0,Finished,ricard,2018-06-24,8.0
2018,8,grosjean,haas,10,11,0.0,+1 Lap,ricard,2018-06-24,10.0
2018,8,vandoorne,mclaren,17,12,0.0,+1 Lap,ricard,2018-06-24,18.0
2018,8,ericsson,sauber,15,13,0.0,+1 Lap,ricard,2018-06-24,15.0
2018,8,brendon_hartley,toro_rosso,20,14,0.0,+1 Lap,ricard,2018-06-24,17.0
2018,8,sirotkin,williams,18,15,0.0,+1 Lap,ricard,2018-06-24,19.0
2018,8,alonso,mclaren,16,16,0.0,Wheel,ricard,2018-06-24,16.0
2018,8,stroll,williams,19,17,0.0,Puncture,ricard,2018-06-24,20.0
2018,8,perez,force_india,13,18,0.0,Engine,ricard,2018-06-24,13.0
2018,8,ocon,force_india,11,19,0.0,Collision,ricard,2018-06-24,11.0
2018,8,gasly,toro_rosso,14,20,0.0,Collision,ricard,2018-06-24,14.0
2018,9,max_verstappen,red_bull,4,1,25.0,Finished,red_bull_ring,2018-07-01,5.0
2018,9,raikkonen,ferrari,3,2,18.0,Finished,red_bull_ring,2018-07-01,4.0
2018,9,vettel,ferrari,6,3,15.0,Finished,red_bull_ring,2018-07-01,3.0
2018,9,grosjean,haas,5,4,12.0,+1 Lap,red_bull_ring,2018-07-01,6.0
2018,9,kevin_magnussen,haas,8,5,10.0,+1 Lap,red_bull_ring,2018-07-01,8.0
2018,9,ocon,force_india,11,6,8.0,+1 Lap,red_bull_ring,2018-07-01,11.0
2018,9,perez,force_india,16,7,6.0,+1 Lap,red_bull_ring,2018-07-01,17.0
2018,9,alonso,mclaren,13,8,4.0,+1 Lap,red_bull_ring,2018-07-01,14.0
2018,9,leclerc,sauber,18,9,2.0,+1 Lap,red_bull_ring,2018-07-01,13.0
2018,9,ericsson,sauber,20,10,1.0,+1 Lap,red_bull_ring,2018-07-01,20.0
2018,9,gasly,toro_rosso,12,11,0.0,+1 Lap,red_bull_ring,2018-07-01,12.0
2018,9,sainz,renault,9,12,0.0,+1 Lap,red_bull_ring,2018-07-01,9.0
2018,9,sirotkin,williams,17,13,0.0,+2 Laps,red_bull_ring,2018-07-01,18.0
2018,9,stroll,williams,14,14,0.0,+2 Laps,red_bull_ring,2018-07-01,15.0
2018,9,vandoorne,mclaren,15,15,0.0,Collision damage,red_bull_ring,2018-07-01,16.0
2018,9,hamilton,mercedes,2,16,0.0,Fuel pressure,red_bull_ring,2018-07-01,2.0
2018,9,brendon_hartley,toro_rosso,19,17,0.0,Hydraulics,red_bull_ring,2018-07-01,19.0
2018,9,ricciardo,red_bull,7,18,0.0,Exhaust,red_bull_ring,2018-07-01,7.0
2018,9,bottas,mercedes,1,19,0.0,Hydraulics,red_bull_ring,2018-07-01,1.0
2018,9,hulkenberg,renault,10,20,0.0,Engine,red_bull_ring,2018-07-01,10.0
2018,10,vettel,ferrari,2,1,25.0,Finished,silverstone,2018-07-08,2.0
2018,10,hamilton,mercedes,1,2,18.0,Finished,silverstone,2018-07-08,1.0
2018,10,raikkonen,ferrari,3,3,15.0,Finished,silverstone,2018-07-08,3.0
2018,10,bottas,mercedes,4,4,12.0,Finished,silverstone,2018-07-08,4.0
2018,10,ricciardo,red_bull,6,5,10.0,Finished,silverstone,2018-07-08,6.0
2018,10,hulkenberg,renault,11,6,8.0,Finished,silverstone,2018-07-08,11.0
2018,10,ocon,force_india,10,7,6.0,Finished,silverstone,2018-07-08,10.0
2018,10,alonso,mclaren,13,8,4.0,Finished,silverstone,2018-07-08,13.0
2018,10,kevin_magnussen,haas,7,9,2.0,Finished,silverstone,2018-07-08,7.0
2018,10,perez,force_india,12,10,1.0,Finished,silverstone,2018-07-08,12.0
2018,10,vandoorne,mclaren,17,11,0.0,Finished,silverstone,2018-07-08,17.0
2018,10,stroll,williams,19,12,0.0,Finished,silverstone,2018-07-08,19.0
2018,10,gasly,toro_rosso,14,13,0.0,Finished,silverstone,2018-07-08,14.0
2018,10,sirotkin,williams,18,14,0.0,Finished,silverstone,2018-07-08,18.0
2018,10,max_verstappen,red_bull,5,15,0.0,Brakes,silverstone,2018-07-08,5.0
2018,10,grosjean,haas,8,16,0.0,Collision,silverstone,2018-07-08,8.0
2018,10,sainz,renault,16,17,0.0,Collision,silverstone,2018-07-08,16.0
2018,10,ericsson,sauber,15,18,0.0,Accident,silverstone,2018-07-08,15.0
2018,10,leclerc,sauber,9,19,0.0,Tyre,silverstone,2018-07-08,9.0
2018,10,brendon_hartley,toro_rosso,0,20,0.0,Power Unit,silverstone,2018-07-08,20.0
2018,11,hamilton,mercedes,14,1,25.0,Finished,hockenheimring,2018-07-22,14.0
2018,11,bottas,mercedes,2,2,18.0,Finished,hockenheimring,2018-07-22,2.0
2018,11,raikkonen,ferrari,3,3,15.0,Finished,hockenheimring,2018-07-22,3.0
2018,11,max_verstappen,red_bull,4,4,12.0,Finished,hockenheimring,2018-07-22,4.0
2018,11,hulkenberg,renault,7,5,10.0,Finished,hockenheimring,2018-07-22,7.0
2018,11,grosjean,haas,6,6,8.0,Finished,hockenheimring,2018-07-22,6.0
2018,11,perez,force_india,10,7,6.0,Finished,hockenheimring,2018-07-22,10.0
2018,11,ocon,force_india,15,8,4.0,Finished,hockenheimring,2018-07-22,16.0
2018,11,ericsson,sauber,13,9,2.0,Finished,hockenheimring,2018-07-22,13.0
2018,11,brendon_hartley,toro_rosso,17,10,1.0,Finished,hockenheimring,2018-07-22,18.0
2018,11,kevin_magnussen,haas,5,11,0.0,Finished,hockenheimring,2018-07-22,5.0
2018,11,sainz,renault,8,12,0.0,Finished,hockenheimring,2018-07-22,8.0
2018,11,vandoorne,mclaren,19,13,0.0,Finished,hockenheimring,2018-07-22,20.0
2018,11,gasly,toro_rosso,16,14,0.0,+1 Lap,hockenheimring,2018-07-22,17.0
2018,11,leclerc,sauber,9,15,0.0,+1 Lap,hockenheimring,2018-07-22,9.0
2018,11,alonso,mclaren,11,16,0.0,Retired,hockenheimring,2018-07-22,11.0
2018,11,stroll,williams,18,17,0.0,Engine,hockenheimring,2018-07-22,19.0
2018,11,vettel,ferrari,1,18,0.0,Accident,hockenheimring,2018-07-22,1.0
2018,11,sirotkin,williams,12,19,0.0,Engine,hockenheimring,2018-07-22,12.0
2018,11,ricciardo,red_bull,20,20,0.0,Engine,hockenheimring,2018-07-22,15.0
2018,12,hamilton,mercedes,1,1,25.0,Finished,hungaroring,2018-07-29,1.0
2018,12,vettel,ferrari,4,2,18.0,Finished,hungaroring,2018-07-29,4.0
2018,12,raikkonen,ferrari,3,3,15.0,Finished,hungaroring,2018-07-29,3.0
2018,12,ricciardo,red_bull,12,4,12.0,Finished,hungaroring,2018-07-29,12.0
2018,12,bottas,mercedes,2,5,10.0,Finished,hungaroring,2018-07-29,2.0
2018,12,gasly,toro_rosso,6,6,8.0,Finished,hungaroring,2018-07-29,6.0
2018,12,kevin_magnussen,haas,9,7,6.0,+1 Lap,hungaroring,2018-07-29,9.0
2018,12,alonso,mclaren,11,8,4.0,+1 Lap,hungaroring,2018-07-29,11.0
2018,12,sainz,renault,5,9,2.0,+1 Lap,hungaroring,2018-07-29,5.0
2018,12,grosjean,haas,10,10,1.0,+1 Lap,hungaroring,2018-07-29,10.0
2018,12,brendon_hartley,toro_rosso,8,11,0.0,+1 Lap,hungaroring,2018-07-29,8.0
2018,12,hulkenberg,renault,13,12,0.0,+1 Lap,hungaroring,2018-07-29,13.0
2018,12,ocon,force_india,18,13,0.0,+1 Lap,hungaroring,2018-07-29,18.0
2018,12,perez,force_india,19,14,0.0,+1 Lap,hungaroring,2018-07-29,19.0
2018,12,ericsson,sauber,14,15,0.0,+2 Laps,hungaroring,2018-07-29,14.0
2018,12,sirotkin,williams,20,16,0.0,+2 Laps,hungaroring,2018-07-29,20.0
2018,12,stroll,williams,15,17,0.0,+2 Laps,hungaroring,2018-07-29,15.0
2018,12,vandoorne,mclaren,16,18,0.0,Gearbox,hungaroring,2018-07-29,16.0
2018,12,max_verstappen,red_bull,7,19,0.0,Power loss,hungaroring,2018-07-29,7.0
2018,12,leclerc,sauber,17,20,0.0,Suspension,hungaroring,2018-07-29,17.0
2018,13,vettel,ferrari,2,1,25.0,Finished,spa,2018-08-26,2.0
2018,13,hamilton,mercedes,1,2,18.0,Finished,spa,2018-08-26,1.0
2018,13,max_verstappen,red_bull,7,3,15.0,Finished,spa,2018-08-26,7.0
2018,13,bottas,mercedes,19,4,12.0,Finished,spa,2018-08-26,10.0
2018,13,perez,force_india,4,5,10.0,Finished,spa,2018-08-26,4.0
2018,13,ocon,force_india,3,6,8.0,Finished,spa,2018-08-26,3.0
2018,13,grosjean,haas,5,7,6.0,Finished,spa,2018-08-26,5.0
2018,13,kevin_magnussen,haas,9,8,4.0,Finished,spa,2018-08-26,9.0
2018,13,gasly,toro_rosso,10,9,2.0,Finished,spa,2018-08-26,11.0
2018,13,ericsson,sauber,13,10,1.0,+1 Lap,spa,2018-08-26,14.0
2018,13,sainz,renault,14,11,0.0,+1 Lap,spa,2018-08-26,16.0
2018,13,sirotkin,williams,16,12,0.0,+1 Lap,spa,2018-08-26,18.0
2018,13,stroll,williams,17,13,0.0,+1 Lap,spa,2018-08-26,19.0
2018,13,brendon_hartley,toro_rosso,11,14,0.0,+1 Lap,spa,2018-08-26,12.0
2018,13,vandoorne,mclaren,18,15,0.0,+1 Lap,spa,2018-08-26,20.0
2018,13,ricciardo,red_bull,8,16,0.0,Retired,spa,2018-08-26,8.0
2018,13,raikkonen,ferrari,6,17,0.0,Brakes,spa,2018-08-26,6.0
2018,13,leclerc,sauber,12,18,0.0,Accident,spa,2018-08-26,13.0
2018,13,alonso,mclaren,15,19,0.0,Accident,spa,2018-08-26,17.0
2018,13,hulkenberg,renault,20,20,0.0,Accident,spa,2018-08-26,15.0
2018,14,hamilton,mercedes,3,1,25.0,Finished,monza,2018-09-02,3.0
2018,14,raikkonen,ferrari,1,2,18.0,Finished,monza,2018-09-02,1.0
2018,14,bottas,mercedes,4,3,15.0,Finished,monza,2018-09-02,4.0
2018,14,vettel,ferrari,2,4,12.0,Finished,monza,2018-09-02,2.0
2018,14,max_verstappen,red_bull,5,5,10.0,Finished,monza,2018-09-02,5.0
2018,14,ocon,force_india,8,6,8.0,Finished,monza,2018-09-02,8.0
2018,14,perez,force_india,14,7,6.0,Finished,monza,2018-09-02,16.0
2018,14,sainz,renault,7,8,4.0,Finished,monza,2018-09-02,7.0
2018,14,stroll,williams,10,9,2.0,+1 Lap,monza,2018-09-02,10.0
2018,14,sirotkin,williams,12,10,1.0,+1 Lap,monza,2018-09-02,12.0
2018,14,leclerc,sauber,15,11,0.0,+1 Lap,monza,2018-09-02,17.0
2018,14,vandoorne,mclaren,17,12,0.0,+1 Lap,monza,2018-09-02,20.0
2018,14,hulkenberg,renault,20,13,0.0,+1 Lap,monza,2018-09-02,14.0
2018,14,gasly,toro_rosso,9,14,0.0,+1 Lap,monza,2018-09-02,9.0
2018,14,ericsson,sauber,18,15,0.0,+1 Lap,monza,2018-09-02,19.0
2018,14,kevin_magnussen,haas,11,16,0.0,+1 Lap,monza,2018-09-02,11.0
2018,14,ricciardo,red_bull,19,17,0.0,Engine,monza,2018-09-02,15.0
2018,14,alonso,mclaren,13,18,0.0,Engine,monza,2018-09-02,13.0
2018,14,brendon_hartley,toro_rosso,16,19,0.0,Brakes,monza,2018-09-02,18.0
2018,14,grosjean,haas,6,20,0.0,Disqualified,monza,2018-09-02,6.0
2018,15,hamilton,mercedes,1,1,25.0,Finished,marina_bay,2018-09-16,1.0
2018,15,max_verstappen,red_bull,2,2,18.0,Finished,marina_bay,2018-09-16,2.0
2018,15,vettel,ferrari,3,3,15.0,Finished,marina_bay,2018-09-16,3.0
2018,15,bottas,mercedes,4,4,12.0,Finished,marina_bay,2018-09-16,4.0
2018,15,raikkonen,ferrari,5,5,10.0,Finished,marina_bay,2018-09-16,5.0
2018,15,ricciardo,red_bull,6,6,8.0,Finished,marina_bay,2018-09-16,6.0
2018,15,alonso,mclaren,11,7,6.0,Finished,marina_bay,2018-09-16,11.0
2018,15,sainz,renault,12,8,4.0,+1 Lap,marina_bay,2018-09-16,12.0
2018,15,leclerc,sauber,13,9,2.0,+1 Lap,marina_bay,2018-09-16,13.0
2018,15,hulkenberg,renault,10,10,1.0,+1 Lap,marina_bay,2018-09-16,10.0
2018,15,ericsson,sauber,14,11,0.0,+1 Lap,marina_bay,2018-09-16,14.0
2018,15,vandoorne,mclaren,18,12,0.0,+1 Lap,marina_bay,2018-09-16,18.0
2018,15,gasly,toro_rosso,15,13,0.0,+1 Lap,marina_bay,2018-09-16,15.0
2018,15,stroll,williams,20,14,0.0,+1 Lap,marina_bay,2018-09-16,20.0
2018,15,grosjean,haas,8,15,0.0,+1 Lap,marina_bay,2018-09-16,8.0
2018,15,perez,force_india,7,16,0.0,+1 Lap,marina_bay,2018-09-16,7.0
2018,15,brendon_hartley,toro_rosso,17,17,0.0,+1 Lap,marina_bay,2018-09-16,17.0
2018,15,kevin_magnussen,haas,16,18,0.0,+2 Laps,marina_bay,2018-09-16,16.0
2018,15,sirotkin,williams,19,19,0.0,+2 Laps,marina_bay,2018-09-16,19.0
2018,15,ocon,force_india,9,20,0.0,Collision,marina_bay,2018-09-16,9.0
2018,16,hamilton,mercedes,2,1,25.0,Finished,sochi,2018-09-30,2.0
2018,16,bottas,mercedes,1,2,18.0,Finished,sochi,2018-09-30,1.0
2018,16,vettel,ferrari,3,3,15.0,Finished,sochi,2018-09-30,3.0
2018,16,raikkonen,ferrari,4,4,12.0,Finished,sochi,2018-09-30,4.0
2018,16,max_verstappen,red_bull,19,5,10.0,Finished,sochi,2018-09-30,11.0
2018,16,ricciardo,red_bull,18,6,8.0,Finished,sochi,2018-09-30,12.0
2018,16,leclerc,sauber,7,7,6.0,Finished,sochi,2018-09-30,7.0
2018,16,kevin_magnussen,haas,5,8,4.0,+1 Lap,sochi,2018-09-30,5.0
2018,16,ocon,force_india,6,9,2.0,+1 Lap,sochi,2018-09-30,6.0
2018,16,perez,force_india,8,10,1.0,+1 Lap,sochi,2018-09-30,8.0
2018,16,grosjean,haas,9,11,0.0,+1 Lap,sochi,2018-09-30,9.0
2018,16,hulkenberg,renault,12,12,0.0,+1 Lap,sochi,2018-09-30,15.0
2018,16,ericsson,sauber,10,13,0.0,+1 Lap,sochi,2018-09-30,10.0
2018,16,alonso,mclaren,16,14,0.0,+1 Lap,sochi,2018-09-30,17.0
2018,16,stroll,williams,14,15,0.0,+1 Lap,sochi,2018-09-30,20.0
2018,16,vandoorne,mclaren,15,16,0.0,+2 Laps,sochi,2018-09-30,19.0
2018,16,sainz,renault,11,17,0.0,+2 Laps,sochi,2018-09-30,14.0
2018,16,sirotkin,williams,13,18,0.0,+2 Laps,sochi,2018-09-30,18.0
2018,16,gasly,toro_rosso,17,19,0.0,Brakes,sochi,2018-09-30,13.0
